Course Code,Course Name,Instructor Name
SOM631,Game Theory for Business Decisions ,
SOM632,Lean Management ,
SOM633,Quality Management ,
SOM634,Purchasing and Supply Management ,Atul Kanyalkar
SOM635,Operations Strategy ,Gajendra Adil
SOM636,Innovation Management ,
SOM637,Project Management ,
SOM638,Innovation and Sustainability Lab ,
SOM639,Technology Strategy Lab ,
SOM640,Service Operations Management ,
SOM641,Technology Forecasting and Assessment ,
SOM642,Business Forecasting ,Pankaj Dutta
SOM644,Managerial Decision Making under Risk and Uncertainty ,
SOM645,Logistics and Supply Chain Management ,
SOM646,Business Dynamics Modeling and Simulation ,
SOM647,Innovation and Entrepreneurship ,
SOM648,Simulation of Business Systems ,
SOM649,Corporate Competitiveness ,
SOM650,"Mergers, Acquisitions and Business Valuation ",S.N.Rao
SOM651,International Finance ,S.V.D.Nageswara Rao
SOM652,Indian Financial and Business Model ,
SOM653,Security Analysis and Portfolio Management ,S.N.Rao
SOM654,Fixed Income Securities ,Piyush  Pandey
SOM655,Derivatives and Risk Management ,Piyush  Pandey
SOM656,Management Control Systems ,
SOM657,Strategic Financial Management ,
SOM661,Advertising and Media Management ,Dinesh Sharma
SOM662,Customer Relationship Management ,Arti D Kalro
SOM663,Brand Management ,Dinesh Sharma
SOM664,Business to Business Marketing ,
SOM665,Consumer Behaviour ,
SOM666,Product Management ,
SOM667,Marketing Research ,
SOM668,Services Marketing ,
SOM669,International Marketing ,
SOM670,Management of New Ventures ,
SOM671,International Competitiveness ,Kiran Kumar Momaya
SOM672,Performance Evaluation and Management System ,
SOM673,Managerial Effectiveness Skills ,
SOM674,Environmental Management ,
SOM675,Organization Theory and Design ,
SOM676,Infrastructure Development and Financing ,
SOM677,Management of Change ,
SOM678,Policy Responses to Climate Change ,
SOM679,Competitiveness for Sustainable Enterprise ,
SOM680,Managing Intellectual Property ,
SOM681,Historical and Contemporary Perspectives in International Business ,
SOM682,Applied Industrial Organization ,
SOM683,Managing with New Business Models in a Knowledge Economy ,
SOM684,Aviation Business Strategies ,
SOM685,Managing International Business and Policy ,
SOM686,Strategic Transformation ,Snehal  Awate
SOM687,WTO and Indian Business ,
SOM688,Economics of Regulation ,
SOM689,International Trade ,
SOM690,Software Project Management ,Sonar M Rajendra
SOM691,Intelligent Systems ,
SOM692,Hospital Information System ,
SOM693,Information Technology Infrastructure Management ,
SOM695,Systems Analysis and Design ,
SOM696,Strategies for Growth ,
SOM697,Electronic Business Strategies and Implementation ,Sonar M Rajendra
SOM701,Online Marketing ,
SOM702,Design of Manufacturing Systems ,
SOM703,Sales and Distribution Management ,Mayank  Pareek
SOM705,Supply Chain Optimization ,Rahul Patil
SOM706,Business Entrepreneurship Development ,
SOM707,Behavioral Finance ,
SOM716,Economics of Firm Strategy ,
SOM730,"Technology Acquisition, Transfer and Absorption ",
SOM732,High Tech Ventures: From Concept to Commercialization ,
SOM734,"Science, Technology and Innovation policy ",
SOM742,Large-Scale Optimization ,
SOM744,Multivariate Data Analysis ,
SOM899,Communication Skills ,Sarthak Gaurav
